"COUNTRY_NAME";"COUNTRY_CODE";"INDICATOR_NAME";"INDICATOR_CODE";"Y1960";"Y1961";"Y1962";"Y1963";"Y1964";"Y1965";"Y1966";"Y1967";"Y1968";"Y1969";"Y1970";"Y1971";"Y1972";"Y1973";"Y1974";"Y1975";"Y1976";"Y1977";"Y1978";"Y1979";"Y1980";"Y1981";"Y1982";"Y1983";"Y1984";"Y1985";"Y1986";"Y1987";"Y1988";"Y1989";"Y1990";"Y1991";"Y1992";"Y1993";"Y1994";"Y1995";"Y1996";"Y1997";"Y1998";"Y1999";"Y2000";"Y2001";"Y2002";"Y2003";"Y2004";"Y2005";"Y2006";"Y2007";"Y2008";"Y2009";"Y2010";"Y2011";"Y2012";"Y2013";"Y2014";"Y2015";"Y2016";"Y2017";"Y2018"
"Palau";"PLW";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";""
"Papua New Guinea";"PNG";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";""
"Poland";"POL";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";904,5650013749496;987,9188359364571;1062,1772770015011;1092,6999218546496;1167,040522552582;1251,0116886813305;1361,5416180044822;1484,064462750751;1592,7403466610806;1701,9014817978205;1806,8349849836059;1955,770433297238;2111,7418656114764;2264,7284544266304;2413,202403083307;2593,164308696239;2741,2439639891372;2871,914912630931;2988,079712631844;3009,8546503685666;3076,4192538683287;2884,208228028585;2900,1271056820915;3044,74966072227;3159,808600304779;3260,4261853935627;3384,3602429819275;3519,959689970637;3568,534848866556;3537,9238807794068;3272,3023106689334;3088,2289382370686;2961,3957393593264;2977,7121003994444;2993,1775322569915;3060,888874770767;3159,041817381099;3206,237778029613;3206,591770668554;3171,757383697595;3256,180455394782;3260,0332628496135;3208,3921565591163;3324,471391773288;3416,1186323834168;3437,3239981873658;3584,962188067848;3661,646103834781;3725,748777880068;3590,8320811579006;3797,092295586912;3879,542093811998;3899,176642278083;3938,255207728162;3971,799761310553;"";"";"";""
"Pre-demographic dividend";"PRE";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;100,60508801418668;104,35315116966562;112,5589282033071;117,91642148390868;124,40996281086994;127,30057001251377;132,83966218025301;138,53637442741245;146,09494747224187;152,99403669457124;144,94618706469262;165,67766187000308;173,56812467787182;175,83744740079314;187,51515798056857;193,71265903264967;192,5886391276781;193,84634223364523;194,77883830449647;185,6471484441371;172,29606318098948;182,7572646339391;184,1100974597936;183,6690816530847;187,62151816826938;182,7883255835971;179,77479699833395;175,12275432671714;173,66223113552425;169,34909868880095;178,30104900335374;189,3939777363557;181,63844580906976;203,88236037267993;186,54899659427727;195,58798751333842;193,98599441965027;189,23193346143535;194,31715857355312;226,25039332229997;235,83898935736852;233,8856296677846;251,14195421345332;252,9392084467988;"";"";"";""
"Puerto Rico";"PRI";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";""
"Korea, Dem. People’s Rep.";"PRK";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;909,0773428796246;936,4949011922918;963,2951890841167;990,5292589467027;1018,7566744537854;1033,2384441295565;1049,6780951453327;1066,99683468184;1083,973198366689;1098,9495276480156;1112,3311806343947;1123,687596634579;1134,4276550705988;1145,7150022232217;1204,1486153853652;1188,6121869550725;1209,34628092054;1282,0979238060995;1323,963407574015;1237,4184782635477;1156,8647906391093;1024,4823092681404;902,4804764299392;925,8511755177105;905,9431489798945;825,6065836528902;736,9958908483162;637,5363833467935;692,7836909181724;712,3706473113285;735,1841397001165;713,3843282445395;750,9421501420456;779,5141654788907;807,0141076239971;785,2465929551712;749,1628918092778;803,6563505058917;728,1296752816738;742,9680168949762;656,0105149739284;652,9677574085672;619,0669574285066;601,6900478542528;"";"";"";""
"Portugal";"PRT";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";320,17283010654216;350,1947965555256;379,14228231423556;409,8399232366834;459,52764498169137;486,8537810624881;543,0528978310356;572,4253255387333;614,5994239898604;681,1145157321467;763,902161079329;835,2850311832033;911,542066849508;994,7759205847262;1080,9464764149084;1075,8269395511284;1136,9405748941033;1248,9853976580202;1343,6560039756232;1466,4746283224815;1558,5207599347634;1567,2959738968073;1644,7111217561423;1740,031623244541;1774,2685443875253;1873,17686746286;1974,536552050518;2057,7204596875126;2201,782304900091;2399,3003498250873;2541,86575911695;2676,643673567943;2815,8771057787126;2803,2023121677325;2870,8330309937674;3076,8460477853173;3195,8640473492255;3352,4658330907273;3545,010352162498;3795,229279647299;3988,9608235183673;4119,670488120785;4271,168527944991;4375,732216853124;4533,539694965433;4682,99101332625;4827,4671820425365;4890,560187818151;4850,837412557111;4843,849694277585;4959,0943053598285;4848,279337271112;4736,351770886948;4685,054787112728;4662,600799802944;"";"";"";""
"Paraguay";"PRY";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;81,62869355050509;88,94351278360853;104,53403203178436;112,70968774643771;116,43566427979526;130,33449842358152;157,37238530210047;187,50319419158248;214,52952931122775;241,7003889521864;264,90171443656294;261,51955029323733;266,68319621972967;292,3328158706478;293,78082318474736;335,44149546109855;384,661438834206;431,3187383002293;446,6993127590649;504,3312106435195;524,4160305651719;558,1532214957157;626,0535293328688;700,5859719071241;783,3625681229214;794,0450508548926;830,915747984234;837,9277420451193;856,5377815019663;884,0545378617114;870,4151686929072;881,0617281897453;835,7916223073992;824,353827181305;859,5325351779916;916,0846504833501;978,7565973546065;1027,7414551108843;1086,4747601059837;1171,4111030374422;1274,3969980309366;1359,0257247825746;1462,9180083916565;1552,3842166846528;"";"";"";""
"West Bank and Gaza";"PSE";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";""
"Pacific island small states";"PSS";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";""
"Post-demographic dividend";"PST";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";2345,401720633763;2461,373440981222;2623,4020565739456;2803,70975594807;3003,796928177209;3154,0536519114403;3364,1534008580475;3558,0698013787396;3853,8088897800826;4176,4878410601805;4528,980198903578;4429,035064245199;4745,354344183362;5071,839779903174;5084,213967810042;5100,9311083956745;5417,248543171245;5615,22588718416;5826,534679831529;6006,7279329358025;6071,714501460454;6152,533416861632;6038,623606072258;6220,588915900741;6545,646091247888;6731,003440629761;6819,118523497104;7110,405869612203;7369,4875043775155;7559,946879496333;7479,265031340316;7659,614341807287;7621,699877453072;7688,97971132275;7827,50686152052;7995,901918025064;8151,088059950443;8247,788571307254;8383,433838947842;8526,388551188686;8800,018962686318;8705,112207133265;8856,926478815685;8923,768099387851;9062,823172658576;9226,392983902255;9228,634327277348;9320,89119802213;9273,568423669924;8849,514887981972;9225,349942678511;9103,829898075424;9015,389759529868;9004,446240881227;8899,594330223277;"";"";"";""
"French Polynesia";"PYF";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";""
"Qatar";"QAT";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;2637,8816554172877;3034,4827586206898;2953,8773156288244;2994,3822784645326;3803,554040895813;4138,820292307781;4980,309130201077;6319,321076733125;8709,807916323458;9716,856263862059;9935,96464345049;10017,097963394486;9521,315461064447;9561,288356501558;10067,67505190218;10278,071101724745;9833,044335162076;9627,934761781315;9517,20851653707;9591,037167368637;8989,377309670814;9836,59504032136;10367,333427720801;10758,498819622082;10739,285060435259;11832,790781790936;12061,92172546939;13771,7971868983;14002,022826031704;14348,454262508692;15051,73882786027;15878,464832071502;16390,72556278491;16349,985530986256;15457,306081699437;15513,669061934408;14833,794854706943;13980,990697204985;13680,775854255415;14209,242229413245;14153,647259575877;14853,324614744311;13913,10525581471;14781,648325998964;"";"";"";""
"Romania";"ROU";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;1632,0841898374645;1786,7207294506422;1906,9211128736324;2018,9801634652088;2214,6108524807687;2418,74931617714;2550,1358331936026;2664,7425429119444;2694,1007369325657;2872,094439453783;2946,2637555844435;2922,0903089882213;2971,1640154253505;3077,8683206258493;3129,890728923698;3315,7228256074154;3275,680485310528;3392,6249764611866;3412,004546518617;2924,5962657694963;2521,0038365464693;2319,5727490277827;2272,1242281428686;2234,7350845093342;2328,794358381381;2430,3015287498956;2250,999801454094;2107,4454631341664;1935,560812458504;1987,660189909794;2066,783932925989;2079,796061718978;2237,937815531294;2295,570505489809;2365,41956412583;2446,2860766565254;2529,9068878189905;2605,8197354887006;2390,574742971482;2550,8632914192026;2639,033433779072;2604,2431374758294;2494,533918230229;2584,4117872644297;"";"";"";""
"Russian Federation";"RUS";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6673,178593585629;6541,171008719992;6107,4793696911;5724,091031510908;5190,729155430914;5101,555492978683;5016,447012076306;4935,621706819024;4848,030372878594;4998,8387004987935;5198,416767728044;5274,377721177791;5304,43172337096;5478,144130004968;5633,8557460889015;5770,112335952621;6098,538123103769;6286,050536238597;6399,684466453018;6095,380574849202;6409,895217726741;6485,760844708917;6617,1362407797515;6539,211202169908;6602,6575252928205;"";"";"";""
"Rwanda";"RWA";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";""
"South Asia";"SAS";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;87,19643899907344;89,16803445771902;90,79027804733201;94,20687148688744;103,01315642192348;110,41024049508104;112,41830040011995;121,43733479394534;122,95746932376294;127,21229068743393;136,70191207922136;143,0996483052356;150,54798270337844;165,8621409190828;175,5635016854311;188,87299445828836;199,9338366647377;218,3267392766594;233,1650431813867;246,24643138063544;262,9792475690056;278,0515003842744;291,5158232996816;309,17667706837875;324,8400962706385;325,88010444888084;338,731757381085;345,4845337070667;352,33326400731636;356,2422658962108;357,8409862930013;372,31673756116874;391,009839670845;412,9601610110524;430,6716491181096;466,8476353023057;492,3447826061111;503,4397442774245;535,6271277296423;570,90887201149;615,5710014348966;637,2221168296569;673,8990367259557;705,3184353922115;"";"";"";""
"Saudi Arabia";"SAU";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;323,73726892945086;358,0495450471377;414,7842578051029;502,3720921529593;534,4030919632918;727,0349609877115;838,4812451044428;1113,00711415551;1612,9478819430271;1971,1135847625274;2247,915611036897;2655,327175638804;2733,582608445955;3052,379957731942;3070,4338358896907;3400,060822818924;3656,3895162779218;3756,7811508922114;3859,4953229853872;4017,7321555016283;4121,997336861926;4397,463334847565;4745,12109181527;4834,947160142458;4929,988201485429;4967,519699776897;5128,06058717971;5471,482417699288;5612,708829476422;5664,967547420874;5947,277702467457;6049,351366797624;6501,326177382921;6352,39787587103;6615,039865960049;6842,757724920617;6942,537138871033;7203,49594053987;7477,083531494178;7974,739201532698;8015,123983446115;8502,775166559555;8784,621641354644;9401,366769356684;"";"";"";""
"Sudan";"SDN";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";0;0;0;0;0;0;0;0;0;0;0;26,0796576223393;27,4051736897851;32,3004555482578;37,2355297088838;38,4113272657434;39,0361338899938;39,9708993342445;41,6285421399186;40,8479493247374;36,7165891983247;33,9648178062983;35,0139372073626;32,9072497598408;43,9343146793232;46,8004339886311;51,6854816776262;52,2053744298076;45,8525450989899;42,9040014387009;49,7458499272477;47,5901553890109;47,2387491981724;44,8547710236343;45,9791585095568;45,1488370724433;45,474146884715;42,5271251240961;41,1928938789824;60,7302587316091;62,405344106087;52,2182132040014;60,9457624829787;64,2277024168921;64,5265663496728;75,8794400915482;84,2570358321467;90,5462229163681;98,4231778135704;112,821605577893;131,055268893964;141,645344136725;156,942337738062;158,658669826765;190,220886811296;"0";"0";"0";"0"
"Dominican Republic";"DOM";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;327,84334404533183;308,69785650554445;400,24887085801276;364,76487025120116;402,7495039980469;381,5556781285007;421,6366158113731;409,59710014640075;471,63183026472916;441,25296544908304;443,0660914781544;328,127137317334;366,1490523433459;444,58384740808407;476,7776636625961;484,9201799252444;478,75662358005644;381,295621248875;335,52980556419305;391,25286991199545;401,3529362653463;544,6562807170619;512,823027158551;531,1238442590276;501,7107145995004;639,5261621652751;643,213534400235;1101,2333667623277;1280,7907870319154;1327,774027214882;1288,2328183387042;1390,376476723429;1365,2618318643276;1128,537879338263;1234,6578754453128;1330,232963786813;1359,0522441655357;1377,8702325790396;1325,7125052092379;1394,825294083488;1428,0750131710215;1499,3589208482485;1551,7169999394919;1615,5152423302377;"";"";"";""
"Algeria";"DZA";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;133,8734892164938;142,87592756504486;158,7541554409422;170,66045782949746;195,69227708557239;220,0657727431099;233,1241756196815;278,9705995923383;314,567685275728;330,3043726961218;363,44282706361247;406,0548473756927;417,4984450433907;441,28779394010405;466,4868184038679;485,27448827911263;455,40803668367045;481,8874507450191;522,1421490078742;531,5838983458474;532,4903385275699;559,7830957048542;547,9905114849497;550,9720181355391;559,9179491744583;570,5176293432692;575,698890148159;618,4927681655009;652,8013245815962;683,2948722925395;709,0914605891469;730,808988912893;786,414472257868;804,1070882951367;890,6258163718045;862,4297219208869;894,2846910753461;947,2912193187059;866,3073269534134;1016,636668713782;1123,3327307020422;1237,9665068001088;1278,9153430302758;1362,8719190964619;"";"";"";""
"East Asia & Pacific (excluding high income)";"EAP";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;143,1548488937018;154,28284257488633;166,65296166628954;165,8342737136542;186,0763512319479;191,48120436717207;206,00695214790017;227,50090796428108;245,26581153874227;258,3399439261612;261,24499567012043;273,27255879153967;288,95058181224096;304,80103020334764;328,6649129533385;350,5174398402298;380,1361869631304;411,90780534573923;437,38660013073655;460,0592455657315;491,8260817834536;536,2555664546736;583,696558640276;641,6868907285582;680,0113851116954;727,6741338122786;759,675613259117;771,687507478905;807,6288539045361;874,2819850994979;939,6999940960601;1029,5524474224694;1168,008029002278;1324,4190447639166;1468,4330773015076;1655,5188568199028;1865,2001028454747;1954,6000489794776;2082,748882452759;2331,3790056121925;2578,6911902521692;2717,6021692907666;2932,3532343583684;3048,799368948321;"";"";"";""
"Early-demographic dividend";"EAR";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;194,12934294386383;206,71116404865617;218,46866475231053;229,35072353449908;243,88655180989167;260,2263101441478;271,94744807136783;288,7898080155238;310,1883254504683;327,19861552842303;344,22805177269106;358,8262553351964;372,32488693487034;398,1984132723369;412,298348500047;431,18414433570615;451,83333521236534;473,1357436127806;489,91399212429184;534,3312714385444;552,653049194374;569,6793545712194;586,5639033414678;608,6218104905938;625,5164644222956;651,9115945551332;677,4942427129627;695,3691267126711;708,7572850968345;731,2183737636767;738,5923965369784;760,3262969568293;795,3007077927504;820,852643848994;853,1850206854888;894,6151486190092;928,8903515864865;948,9359025222427;963,4178710303224;1017,810606721039;1068,3263836334415;1095,2363644629777;1120,0656181032566;1151,2726112479636;"";"";"";""
"East Asia & Pacific";"EAS";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;471,9816275394562;510,20167099834924;551,7791341914335;545,772057483014;572,5797208830636;602,639695711734;631,5164722737022;673,2382134049046;708,2300664221001;711,7838762560783;718,3318031362411;726,2928782390043;763,8010251548354;800,0905070771632;834,9414003622255;861,9168140645795;918,3352320345587;973,6241979355688;1025,636845673324;1094,9614792797456;1141,9926132262974;1187,1867917135926;1242,4845958403537;1333,8760554175076;1387,1145118900713;1449,4292232119835;1499,003476004153;1513,0253433456319;1565,310437371692;1664,5448523519794;1726,6110526709779;1825,377991640856;1947,9816007545076;2113,364453529825;2260,0405763608087;2433,520332934146;2645,0878324403234;2699,324580618253;2794,557250660054;3075,4002615274057;3274,389481728092;3391,497060914632;3580,936185194086;3677,511597927694;"";"";"";""
"United Kingdom";"GBR";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";2412,1374045801526;2553,693181818182;2780,657276995305;3002,0876048462255;3127,462962962963;3330,183879642416;3425,803087001473;3506,8870623694115;3762,590175633063;4006,330968989976;4166,932401539615;4254,65241184543;4372,636946450068;4671,718297406436;4534,254275130911;4492,421628505063;4587,688515015166;4668,423169003272;4729,849387072192;4922,9157328012325;4683,932739115111;4572,9538462581695;4480,335412870924;4549,175287569341;4597,739693076142;4826,714525915244;4953,653576210438;5082,439806309808;5232,737649219869;5295,224526865257;5356,575210000995;5451,677170618173;5452,393333412296;5491,989118103217;5380,264265153763;5575,808489042302;5815,828404274249;5831,9575470282625;5908,871490230647;6007,484416213865;6114,529259185641;6141,982551222839;6142,749833633648;6174,550895839407;6138,754137188155;6270,984059490468;6200,554112770396;6102,396767722784;6015,726860689474;5643,128594567401;5700,855864442684;5471,924132499389;5449,252201324012;5409,630386469758;5129,5277927902;"";"";"";""
"Georgia";"GEO";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3039,150354019159;2696,7058872185116;2125,166717964502;1936,8369611695955;1988,5957127224635;1492,360428552842;1150,7894896786272;1331,520883291229;1517,8125589857873;1563,7959468795284;1574,391404151596;1583,5598734846014;1653,3807211987387;1749,8638573022085;1814,459659718792;1916,4790290454582;1769,1716745950814;1829,976907680981;1881,5372114844188;1833,0445606526184;2049,5445236545324;2289,1348486506245;2329,925870383392;2498,3403574498852;2693,9727602251323;"";"";"";""
"Ghana";"GHA";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;308,02684068325794;341,4004308514609;386,36734222666405;393,5746300377963;371,52213721163724;384,05104731612835;393,5374815832924;323,78805394881203;390,2709352083614;416,14975819718245;409,92963785113335;370,563123205687;163,70862358027435;92,78023095909448;162,94298020442264;258,11181710795205;287,11584788718966;303,00331783614047;306,2686845843601;323,5571904595033;336,02135070456313;350,9156131319228;336,06996811588175;336,1375184658266;349,53450549742485;361,80394830154864;386,7890893872545;270,3577830901475;354,60730895046174;326,16043192604377;332,03542575040007;305,98060957165626;217,92457062907866;216,90155795396674;242,77272118423946;293,2206029253693;241,2912833012236;261,2903465375422;260,1057302694889;277,4861066265789;315,15248913746063;342,20058285652783;375,9446252321044;351,3015789617518;"";"";"";""
"Euro area";"EMU";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";1215,8600748878478;1296,0976491599909;1393,5852802342292;1499,226160291428;1622,8074738095095;1727,254095663826;1842,2326282651468;1935,1316913896776;2086,466612997651;2272,5390186051245;2676,112590398378;2823,747996005034;3033,0190624753786;3264,6680143159383;3380,2199952164297;3334,3089981288676;3626,3492157587166;3717,6874890938466;3916,025568766632;4113,197368010973;4203,0137496930365;4244,546118344169;4253,740993626872;4355,29340358682;4557,4445658265595;4738,762558905119;4849,87190580003;5003,962953831206;5141,96686114725;5283,305420511139;5303,917218602577;5401,4360361847575;5414,960071339996;5357,577515223779;5442,357144585019;5563,799557406649;5700,486833434582;5796,331995429238;5929,4818731260775;6061,78317643496;6236,133538384648;6377,487392770724;6480,5393676475815;6619,364557842694;6741,623267314805;6784,978355285767;6856,0282803611935;6861,332254746586;6853,877450650808;6496,23454899586;6773,1875128831425;6643,922162900877;6637,1916634236095;6536,964682459608;6352,7544274687;"";"";"";""
"Eritrea";"ERI";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,482732960193054;57,17792967650693;63,55846251628404;67,1438720782208;76,94184835262494;84,27558754889692;73,87492567185393;78,66255773988169;75,03001200480192;81,69377299742875;87,0596334305768;89,58186032688536;86,4033167108059;85,6134397534333;79,50092608298594;81,76107345281352;79,0132098985921;83,33547014026;85,79264359622576;89,297604335072;;;;"";"";"";""
"Spain";"ESP";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";494,79560006567067;550,4363314004082;613,2474471016459;663,9368538186402;745,3843731230738;822,9567408346898;925,9306870317727;1033,0769743621956;1154,5267808235849;1293,5896099447104;1415,841018170561;1534,9826980621187;1703,508295416988;1873,6774216154604;2024,0952683709354;2054,343236040148;2256,1410192736626;2294,473888024416;2399,030101751536;2528,949623474073;2644,2229789338367;2671,283288845933;2658,241670644447;2792,1598626201076;2903,3379385596236;2975,0832295455166;3004,279632218264;3094,0822645784915;3217,948159383953;3442,948710618515;3536,7499721231115;3607,700136137885;3690,5910040391814;3638,526630573989;3756,039200681846;3917,324643383542;4008,9394164711366;4324,420645589257;4479,0473153398925;4820,675033658831;5167,80967319354;5422,51568968264;5576,546264564803;5676,140490894905;5892,307410937938;6111,219223444446;6105,0758492872055;6054,374438095923;6025,77275684571;5652,595932967676;5706,563062799139;5599,377374394978;5573,401181513587;5409,411337977044;5355,987005582209;"";"";"";""
"Estonia";"EST";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5755,894502457981;5617,063575936679;4933,823236846345;4049,8538277845005;4354,830107609227;4244,644077753972;4556,39116865429;4811,598137952963;4733,954908394149;4460,368108044343;4540,49256076479;4680,447945595286;4767,462935440606;5158,602778102019;5429,525521999192;5531,545828643133;5869,424788945731;6277,411462839753;6364,567830138584;5975,953810935059;6506,318180964719;6314,414447669536;6689,367776117869;6664,658569025574;6732,367473156111;"";"";"";""
"Ethiopia";"ETH";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;18,87267043465914;18,71217503023476;17,753197814893884;17,011205299762548;16,489157964106695;16,028664927823165;15,039948784358167;15,73839504436477;17,2814739496713;18,069694498663015;18,95258984639176;19,678202995152244;20,449536390657876;21,384481083978837;19,90055087135509;19,897205081302957;20,33269411128021;19,304155355731233;18,715300919022848;22,594450598288315;21,93107598998903;21,72155052978123;23,360292298987876;23,667567592742703;24,085019909932544;24,5060036312361;23,938405444855395;23,80505807570277;23,00172048206695;22,755824237698008;26,57006060629357;26,23246575298133;28,62662161636381;30,778761253863426;33,53141712374289;37,482861019131725;39,56648028937278;40,99317823584247;42,154582296368346;48,2998829164284;52,55162898012997;57,210970473736275;64,05566615612588;69,19875316243042;"";"";"";""
"European Union";"EUU";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";1428,5764481552771;1524,0396840602327;1642,9657829547873;1759,5060872075626;1885,4618162385605;1984,6314541732388;2095,883102684195;2195,799584981676;2363,95403995777;2556,5479996848576;2888,4451366802477;2956,9337072262542;3148,8250651417607;3376,4535018473352;3456,6445987206416;3459,493148139944;3709,4333726229393;3807,824854499521;3981,1029564378473;4149,2379882711875;4201,316115380671;4214,360720089369;4223,233723021392;4342,4540195284635;4526,830904763669;4714,524176360115;4826,310695413771;4981,071819796874;5106,059261808398;5204,557297460859;5160,504650823952;5186,392318440675;5151,248346734089;5116,963261715544;5162,860286457115;5294,431118737259;5439,5605882890295;5494,7482974612185;5585,885193818415;5670,538612449863;5820,526353367354;5944,141203876155;6014,12427899413;6132,97857262801;6229,655245489345;6292,459670328924;6358,735817361613;6368,355717619432;6360,763160500646;6028,125490429567;6269,563092753643;6150,39831260386;6147,321645432508;6065,653314645842;5908,359506022835;"";"";"";""
"Cote d'Ivoire";"CIV";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;97,02098655893396;104,19584658497665;114,52526112273102;117,1322687965027;126,00580468819567;139,5601694978366;148,58045888021567;161,62671575329887;198,8051394771581;182,85586252824058;188,9514398373731;186,53759862105932;177,91276938010796;131,8977845684209;151,13635584535737;151,64037926199936;170,58954062713764;174,94764189326338;160,74837628056426;160,4209418679958;148,43387699498973;153,0546022488646;144,2172608169162;146,48245890755683;176,34098374324864;161,60787424479855;172,034761464187;186,9858610464768;175,82954401642206;173,99317932151533;182,2224685347308;176,6528224785958;174,3788640771017;173,395344613231;171,67439028895018;181,71235744270996;187,10321091956664;195,65869269083697;200,50703053325248;215,0202479429405;196,92177174431745;234,78701722006602;233,16350126462902;274,7300904909346;"";"";"";""
"Cameroon";"CMR";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;152,3245868027413;155,5223994485071;152,98782095008698;169,58069964664017;174,87458821262067;165,96198061532752;155,05428801809433;155,76738277796412;155,04029792601028;156,12302680096494;198,34539662610317;221,12367042166005;213,60982199111004;204,65592747412055;223,71595679630806;208,45598279252135;207,6215368764924;209,74370096236512;210,31350102399833;199,06472685093695;192,290074273071;188,8075674073017;190,9967980634464;167,2589128669493;160,07367065323882;165,6310194689457;175,39885986558284;172,4422715707012;177,40173227729565;175,26167586645434;165,1713770747653;155,03494949932147;167,1342517185871;192,3598157563779;186,4277654438712;245,6694517252668;253,7601943206194;267,131835144286;264,93286809309325;261,4884706395249;256,333136073051;247,4253751384786;252,20477614606642;275,19791368061647;"";"";"";""
"Congo, Dem. Rep.";"COD";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;162,27334797148833;158,79657008877695;167,35481151768084;169,28359112429797;167,2227587467654;161,83891794321198;158,35619669654128;148,3788617622304;142,92621235562038;150,91672234676793;135,64927222390324;130,35184426934075;138,04466162000358;141,3477410958564;148,15321016414686;150,66548485133995;145,83534472773195;145,88312009626745;169,491702690875;130,87937679921222;125,48650387916491;115,23035061365385;102,58700096460635;101,30928210896214;108,88432078768847;104,84773304957946;95,39742233016133;93,400291688063;95,16630725960168;96,56979584648404;95,54282500124668;89,73030898947711;90,2080248778915;88,18727661107602;89,45731897491952;101,77093984367114;105,24572078717435;101,20640718992564;106,79187005935476;104,65608202385192;108,02162343931711;112,18365979145372;117,02830177640162;108,5167011405451;"";"";"";""
"Congo, Rep.";"COG";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";;;;;;;;;;;;56,37312861346263;57,588861034523454;62,81766929879604;63,670575146358544;66,37798749751083;68,88453813865131;70,58640113085552;72,13837212907164;75,85996828937509;83,24268504905132;69,9212075392542;104,51621460309039;99,46182392371226;149,2242093745853;112,93318639038277;176,10626213985205;179,6141611489043;168,05103373792554;170,07054875224907;173,9693482980918;184,94780797628704;177,51346210690005;160,55484002526688;144,35797739278095;151,42914021119563;154,35367092515284;129,04215842191903;110,78560546027353;69,11457320270021;95,60623787535441;104,72561112987746;115,39436325722642;114,76634921492186;105,39905220614459;117,31338545728067;125,7629552532201;125,38314742142849;135,36130999833978;144,73906080270837;140,1585640275441;147,67304596022066;214,624723792614;213,0761248526584;202,87212891605486;"";"";"";""
